epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,1638.83,0.84239,1.7449,0.91555,0.96084,0,0.46457,0.41512,0.37911,0.23267,0.43845,0.41313,0.36299,0.20397,0.90258,2.21354,1.08021,1.03422,0,0.000705558,0.000705558,0.000705558
12,1783.13,0.84239,1.7193,0.8932,0.96117,0,0.45583,0.42182,0.36271,0.22212,0.44585,0.40634,0.34938,0.1967,0.9224,2.19627,1.09419,1.0509,0,0.000699213,0.000699213,0.000699213
13,1924.12,0.82986,1.67682,0.87625,0.95655,0,0.48856,0.37684,0.37839,0.22725,0.46981,0.37082,0.36647,0.20382,0.91179,2.20548,1.07914,1.04182,0,0.000692869,0.000692869,0.000692869
14,2066.83,0.83254,1.66022,0.84801,0.95675,0,0.38441,0.45893,0.3488,0.21623,0.41535,0.40242,0.34938,0.19199,0.92175,2.33496,1.16918,1.03875,0,0.000686525,0.000686525,0.000686525
15,2207.73,0.81594,1.62071,0.83283,0.94654,0,0.38085,0.47491,0.41236,0.25459,0.38457,0.46675,0.40605,0.23117,0.89396,2.14586,1.10628,1.02931,0,0.000680181,0.000680181,0.000680181
16,2351.11,0.81688,1.61949,0.8185,0.95249,0,0.46896,0.40833,0.36736,0.22369,0.42557,0.4083,0.34219,0.20117,0.91748,2.27177,1.07564,1.03703,0,0.000673836,0.000673836,0.000673836
17,2493.7,0.80694,1.5823,0.78456,0.94189,0,0.43052,0.35116,0.38628,0.23959,0.40588,0.35094,0.36713,0.21144,0.9136,2.29508,1.16521,1.03808,0,0.000667492,0.000667492,0.000667492
18,2637.38,0.80832,1.57243,0.78276,0.94548,0,0.44789,0.41197,0.3769,0.22416,0.46392,0.39255,0.36866,0.20113,0.91308,2.28971,1.09854,1.03682,0,0.000661148,0.000661148,0.000661148
19,2778.76,0.78775,1.53722,0.76267,0.93889,0,0.55127,0.4264,0.36506,0.2238,0.57389,0.38976,0.37502,0.19899,0.89636,2.29342,1.08669,1.02819,0,0.000654804,0.000654804,0.000654804
20,2922.68,0.79377,1.51835,0.75341,0.93468,0,0.46327,0.40323,0.37649,0.23899,0.46413,0.39596,0.36408,0.21626,0.91216,2.24326,1.0957,1.03967,0,0.000648459,0.000648459,0.000648459
21,3062.32,0.78166,1.48989,0.72884,0.93031,0,0.53646,0.37753,0.38958,0.23888,0.51637,0.36768,0.37192,0.21433,0.93452,2.35099,1.1569,1.05134,0,0.000642115,0.000642115,0.000642115
22,3205.25,0.78151,1.48484,0.71121,0.93365,0,0.4081,0.36483,0.37048,0.23174,0.40653,0.37548,0.36758,0.21162,0.91245,2.31339,1.09909,1.03457,0,0.000635771,0.000635771,0.000635771
23,3347.17,0.76913,1.46183,0.70947,0.92854,0,0.52168,0.43828,0.40776,0.24509,0.51701,0.43262,0.39802,0.22351,0.92349,2.32904,1.12039,1.05513,0,0.000629427,0.000629427,0.000629427
24,3489.31,0.76661,1.44369,0.68191,0.92119,0,0.51504,0.47372,0.426,0.25687,0.50738,0.46845,0.40887,0.23411,0.90856,2.28185,1.06528,1.04158,0,0.000623082,0.000623082,0.000623082
25,3631.04,0.75488,1.413,0.67691,0.92077,0,0.55074,0.38148,0.3758,0.22723,0.54032,0.37751,0.3655,0.20207,0.91855,2.28123,1.12821,1.04818,0,0.000616738,0.000616738,0.000616738
26,3772.55,0.74974,1.4097,0.66111,0.91802,0,0.45222,0.35991,0.38499,0.23565,0.46512,0.3586,0.37391,0.21281,0.89322,2.27328,1.10495,1.03308,0,0.000610394,0.000610394,0.000610394
27,3914.38,0.74919,1.39821,0.6579,0.91693,0,0.3988,0.38109,0.36075,0.22256,0.39689,0.36647,0.35015,0.19094,0.90645,2.34449,1.13545,1.0351,0,0.00060405,0.00060405,0.00060405
28,4056.81,0.74262,1.38473,0.63455,0.91231,0,0.4051,0.3737,0.37397,0.22927,0.40229,0.36903,0.36497,0.20335,0.91385,2.33254,1.14079,1.03562,0,0.000597705,0.000597705,0.000597705
29,4199.58,0.73206,1.35009,0.62183,0.90916,0,0.37657,0.41866,0.38589,0.2349,0.36828,0.4053,0.36147,0.21055,0.90491,2.36207,1.14488,1.03299,0,0.000591361,0.000591361,0.000591361
30,4341.43,0.74131,1.36417,0.62801,0.91394,0,0.59895,0.38785,0.39349,0.2402,0.59163,0.38214,0.37532,0.21575,0.91163,2.31058,1.11708,1.0422,0,0.000585017,0.000585017,0.000585017
31,4483.54,0.7181,1.33043,0.60759,0.90694,0,0.48765,0.38788,0.38406,0.22517,0.51449,0.35908,0.36846,0.2008,0.91912,2.43352,1.14521,1.04333,0,0.000578672,0.000578672,0.000578672
32,4624.11,0.72123,1.33505,0.60744,0.90666,0,0.38298,0.47492,0.38791,0.23739,0.4914,0.39498,0.35901,0.2103,0.90127,2.34409,1.10756,1.04102,0,0.000572328,0.000572328,0.000572328
33,4766.11,0.71538,1.31386,0.58995,0.90089,0,0.51907,0.36445,0.37404,0.22803,0.52456,0.36546,0.37265,0.20179,0.92188,2.35682,1.1678,1.04757,0,0.000565984,0.000565984,0.000565984
34,4909.18,0.7186,1.31698,0.58113,0.90126,0,0.42319,0.39704,0.39279,0.23917,0.4253,0.39471,0.38211,0.21409,0.91118,2.47468,1.11727,1.05679,0,0.00055964,0.00055964,0.00055964
35,5051.05,0.71756,1.31097,0.58012,0.90308,0,0.37759,0.43297,0.40238,0.24574,0.36946,0.42353,0.38747,0.21822,0.92386,2.37512,1.13968,1.04436,0,0.000553296,0.000553296,0.000553296
36,5193.81,0.70477,1.28012,0.57089,0.89725,0,0.48884,0.40251,0.39902,0.23434,0.45671,0.38177,0.37037,0.21019,0.92117,2.42617,1.09897,1.03965,0,0.000546951,0.000546951,0.000546951
37,5336.26,0.70459,1.27181,0.57136,0.89795,0,0.50767,0.42985,0.37575,0.22273,0.50202,0.42171,0.35955,0.20336,0.88559,2.44883,1.19391,1.03353,0,0.000540607,0.000540607,0.000540607
38,5475.72,0.69244,1.24039,0.54863,0.89196,0,0.54248,0.3882,0.398,0.2392,0.51505,0.36564,0.37333,0.21182,0.90855,2.45765,1.13846,1.04944,0,0.000534263,0.000534263,0.000534263
39,5618.15,0.69317,1.25447,0.54648,0.89358,0,0.53324,0.37118,0.37825,0.23214,0.51556,0.371,0.35866,0.20852,0.91197,2.47329,1.18935,1.05061,0,0.000527919,0.000527919,0.000527919
40,5759.58,0.68558,1.23607,0.5349,0.88627,0,0.49688,0.40656,0.37443,0.22635,0.50189,0.4083,0.36651,0.20331,0.91958,2.48444,1.18425,1.0473,0,0.000521574,0.000521574,0.000521574
41,5903.68,0.68594,1.23514,0.5298,0.89093,0,0.40489,0.44325,0.40236,0.24019,0.38866,0.42393,0.38078,0.21395,0.91556,2.46033,1.14409,1.04815,0,0.00051523,0.00051523,0.00051523
42,6047.02,0.68125,1.21822,0.53262,0.88687,0,0.55618,0.4291,0.39388,0.23961,0.54924,0.42454,0.38197,0.21681,0.95045,2.58975,1.16627,1.07139,0,0.000508886,0.000508886,0.000508886
43,6189.55,0.68458,1.2036,0.52433,0.88518,0,0.49721,0.37134,0.36118,0.22014,0.48829,0.35967,0.35061,0.19523,0.90021,2.57303,1.21884,1.0348,0,0.000502541,0.000502541,0.000502541
44,6330.14,0.67139,1.19987,0.51319,0.88412,0,0.37932,0.43118,0.37957,0.22753,0.38503,0.39952,0.36069,0.20065,0.92626,2.6138,1.23193,1.05459,0,0.000496197,0.000496197,0.000496197
45,6473.44,0.65904,1.16174,0.49799,0.88067,0,0.50663,0.38543,0.37093,0.22611,0.50228,0.37515,0.3548,0.20333,0.93007,2.52692,1.21915,1.05735,0,0.000489853,0.000489853,0.000489853
46,6614.13,0.6649,1.18835,0.50439,0.88134,0,0.50261,0.41765,0.38356,0.23269,0.48159,0.40277,0.359,0.20691,0.92321,2.53597,1.21687,1.0591,0,0.000483509,0.000483509,0.000483509
47,6756.31,0.66745,1.1905,0.49627,0.88056,0,0.42748,0.39442,0.38468,0.23034,0.43342,0.39371,0.36813,0.20989,0.90737,2.42777,1.1566,1.04744,0,0.000477165,0.000477165,0.000477165
48,6898.34,0.66204,1.17089,0.49976,0.87986,0,0.3824,0.40074,0.38196,0.22462,0.37308,0.39376,0.36349,0.19885,0.94581,2.57877,1.18798,1.07806,0,0.00047082,0.00047082,0.00047082
49,7042.25,0.6533,1.15099,0.48121,0.87484,0,0.53474,0.34832,0.36339,0.21974,0.55273,0.3335,0.35007,0.19725,0.91456,2.49541,1.19273,1.04962,0,0.000464476,0.000464476,0.000464476
