epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
32,2791.1,0.70573,1.36921,0.66026,0.91387,0,0.48661,0.41377,0.38838,0.23496,0.50449,0.40605,0.36642,0.21132,0.89757,2.23602,1.08839,1.03091,0,0.000572328,0.000572328,0.000572328
33,2877.02,0.70036,1.3476,0.65372,0.91292,0,0.52573,0.3465,0.34998,0.21555,0.51371,0.34027,0.33256,0.19055,0.91435,2.25656,1.16716,1.0293,0,0.000565984,0.000565984,0.000565984
34,2963.49,0.69226,1.33188,0.65083,0.90737,0,0.41195,0.42162,0.3972,0.24108,0.35429,0.39383,0.36138,0.20894,0.90926,2.19556,1.09228,1.03244,0,0.00055964,0.00055964,0.00055964
35,3050.97,0.69498,1.33823,0.63785,0.90918,0,0.40682,0.40657,0.3672,0.21951,0.3726,0.36693,0.33893,0.18614,0.90977,2.3282,1.12413,1.03166,0,0.000553296,0.000553296,0.000553296
36,3137.45,0.68484,1.31363,0.61057,0.90071,0,0.34946,0.43253,0.38763,0.23808,0.34213,0.4231,0.36859,0.20351,0.91009,2.26612,1.08943,1.0377,0,0.000546951,0.000546951,0.000546951
37,3223.09,0.68813,1.31828,0.6085,0.90449,0,0.59115,0.4213,0.38215,0.22713,0.56512,0.40251,0.35687,0.19676,0.89872,2.32667,1.21094,1.03206,0,0.000540607,0.000540607,0.000540607
38,3309.92,0.68302,1.2997,0.59356,0.90504,0,0.61634,0.40048,0.3819,0.23148,0.59219,0.40217,0.35537,0.20258,0.92881,2.35858,1.11758,1.04695,0,0.000534263,0.000534263,0.000534263
39,3398.24,0.68757,1.30022,0.60777,0.90405,0,0.50352,0.39575,0.37883,0.22913,0.48922,0.39447,0.35778,0.20159,0.91808,2.27132,1.1101,1.02302,0,0.000527919,0.000527919,0.000527919
40,3489.43,0.66844,1.2519,0.57826,0.89633,0,0.56171,0.34831,0.38786,0.23467,0.54097,0.34821,0.37233,0.20995,0.904,2.26667,1.15387,1.02951,0,0.000521574,0.000521574,0.000521574
41,3578.05,0.67142,1.25996,0.5741,0.89566,0,0.40181,0.38715,0.38217,0.23337,0.53722,0.35681,0.36454,0.20504,0.92536,2.29933,1.08791,1.03289,0,0.00051523,0.00051523,0.00051523
42,3668.49,0.66523,1.23161,0.55414,0.89524,0,0.57469,0.42876,0.40752,0.23715,0.56558,0.42061,0.38799,0.21345,0.91788,2.33167,1.09015,1.0342,0,0.000508886,0.000508886,0.000508886
43,3760.07,0.65987,1.23516,0.55434,0.89138,0,0.38766,0.40361,0.37239,0.22489,0.3813,0.40038,0.34976,0.20157,0.91767,2.37214,1.16072,1.04775,0,0.000502541,0.000502541,0.000502541
44,3851.63,0.66087,1.23387,0.55064,0.8941,0,0.64122,0.38947,0.37573,0.22638,0.62938,0.37738,0.36086,0.20077,0.90215,2.31045,1.17925,1.03102,0,0.000496197,0.000496197,0.000496197
45,3942.21,0.65875,1.23201,0.54558,0.8899,0,0.50492,0.41922,0.38816,0.22719,0.34114,0.42868,0.359,0.19878,0.92664,2.37524,1.10516,1.04451,0,0.000489853,0.000489853,0.000489853
46,4030.51,0.65382,1.21526,0.54459,0.8918,0,0.34099,0.43576,0.38102,0.2284,0.34219,0.39512,0.35074,0.19759,0.91138,2.35361,1.13823,1.033,0,0.000483509,0.000483509,0.000483509
47,4116.35,0.64914,1.19891,0.52287,0.88644,0,0.37515,0.46415,0.40391,0.23686,0.35346,0.43715,0.37241,0.20165,0.91066,2.42851,1.1703,1.02958,0,0.000477165,0.000477165,0.000477165
48,4203.38,0.64489,1.19115,0.51176,0.88786,0,0.4119,0.37771,0.36964,0.22937,0.40845,0.36062,0.34449,0.19803,0.90824,2.39038,1.19495,1.02702,0,0.00047082,0.00047082,0.00047082
49,4290.56,0.63946,1.18083,0.5121,0.88302,0,0.36767,0.44429,0.38182,0.22755,0.49089,0.38866,0.35621,0.20102,0.92362,2.35404,1.15589,1.04097,0,0.000464476,0.000464476,0.000464476
50,4376.61,0.64856,1.17406,0.50613,0.88224,0,0.43205,0.37645,0.37113,0.2207,0.41297,0.3622,0.34251,0.18796,0.93652,2.41073,1.20982,1.04464,0,0.000458132,0.000458132,0.000458132
51,4467.54,0.64073,1.17211,0.50348,0.88271,0,0.41778,0.439,0.39436,0.22845,0.39693,0.43119,0.37138,0.19956,0.95004,2.44058,1.16775,1.05557,0,0.000451787,0.000451787,0.000451787
