epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
39,4818.2,0.70575,1.33036,0.62754,0.90704,0,0.58521,0.42606,0.36828,0.2212,0.59045,0.42192,0.36037,0.19926,0.90789,2.32007,1.14478,1.03968,0,0.000527919,0.000527919,0.000527919
40,4942.76,0.72248,1.33875,0.6242,0.90671,0,0.6172,0.36373,0.37146,0.22995,0.59714,0.37235,0.35421,0.19859,0.9084,2.32194,1.11104,1.04212,0,0.000521574,0.000521574,0.000521574
41,5067.17,0.69535,1.30747,0.59536,0.89834,0,0.52501,0.37334,0.37385,0.22987,0.52374,0.37277,0.36237,0.20717,0.91621,2.35672,1.13698,1.03442,0,0.00051523,0.00051523,0.00051523
42,5191.31,0.69258,1.29118,0.5869,0.90056,0,0.5813,0.41494,0.38569,0.23843,0.58276,0.39484,0.36684,0.21033,0.92127,2.30885,1.13751,1.04747,0,0.000508886,0.000508886,0.000508886
43,5297.58,0.7077,1.30756,0.5953,0.90677,0,0.48289,0.41402,0.38186,0.23672,0.36724,0.41798,0.36573,0.20629,0.9098,2.35664,1.15664,1.03643,0,0.000502541,0.000502541,0.000502541
44,5415.04,0.69224,1.27483,0.58392,0.90181,0,0.61885,0.39544,0.37705,0.2303,0.62049,0.3873,0.36662,0.20316,0.92395,2.33327,1.13255,1.04872,0,0.000496197,0.000496197,0.000496197
45,5528.26,0.69392,1.27521,0.57901,0.89789,0,0.46918,0.44577,0.38344,0.24571,0.62794,0.38928,0.38394,0.21663,0.89909,2.29635,1.09177,1.04173,0,0.000489853,0.000489853,0.000489853
46,5643.38,0.68327,1.25347,0.56862,0.89433,0,0.51584,0.40053,0.37464,0.22778,0.6278,0.38363,0.36599,0.20173,0.92867,2.40797,1.17612,1.04907,0,0.000483509,0.000483509,0.000483509
47,5755.59,0.66821,1.23268,0.55151,0.89068,0,0.62175,0.41105,0.40112,0.24591,0.59478,0.42716,0.38014,0.21695,0.90196,2.36086,1.14154,1.03744,0,0.000477165,0.000477165,0.000477165
48,5869.51,0.68245,1.2469,0.55735,0.89618,0,0.40328,0.39802,0.39051,0.23337,0.39408,0.40354,0.37844,0.21174,0.92301,2.35019,1.22823,1.04632,0,0.00047082,0.00047082,0.00047082
49,5993.05,0.67047,1.2259,0.54536,0.89013,0,0.57745,0.4171,0.37953,0.2343,0.58457,0.42338,0.37743,0.21081,0.90788,2.36152,1.18701,1.05215,0,0.000464476,0.000464476,0.000464476
50,6117.83,0.67465,1.22684,0.553,0.89153,0,0.66654,0.34938,0.37069,0.23025,0.5112,0.36896,0.36187,0.20203,0.89497,2.36752,1.16356,1.03381,0,0.000458132,0.000458132,0.000458132
51,6243.32,0.66779,1.23072,0.54912,0.88964,0,0.5943,0.39625,0.36973,0.23187,0.58937,0.39846,0.36251,0.20737,0.91123,2.4238,1.18232,1.04863,0,0.000451787,0.000451787,0.000451787
52,6368.81,0.66564,1.20297,0.53407,0.88905,0,0.60737,0.44431,0.39077,0.24198,0.60922,0.4532,0.39566,0.21594,0.91645,2.40412,1.22316,1.05871,0,0.000445443,0.000445443,0.000445443
