epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
20,2141.77,0.97806,1.99302,1.10389,1.34248,0,0.59745,0.35348,0.35963,0.21922,0.63328,0.34414,0.35249,0.18335,1.04162,2.39,1.29944,1.47855,0,0.000648459,0.000648459,0.000648459
21,2246.44,0.9586,1.92728,1.07738,1.3227,0,0.59455,0.39058,0.35829,0.21574,0.58896,0.38543,0.35086,0.17758,1.04189,2.3705,1.2765,1.46264,0,0.000642115,0.000642115,0.000642115
22,2351.13,0.94912,1.91718,1.07365,1.32495,0,0.43653,0.34163,0.33261,0.19865,0.45791,0.32249,0.32297,0.16719,1.0446,2.37811,1.33644,1.48529,0,0.000635771,0.000635771,0.000635771
23,2456.68,0.9629,1.90817,1.05969,1.32238,0,0.48822,0.3459,0.36771,0.22871,0.4762,0.35246,0.35787,0.20036,1.05962,2.39014,1.29369,1.47155,0,0.000629427,0.000629427,0.000629427
24,2564.06,0.92546,1.84988,1.01719,1.29529,0,0.51934,0.38972,0.36952,0.22655,0.59297,0.39282,0.36587,0.19426,1.01178,2.38297,1.28434,1.44239,0,0.000623082,0.000623082,0.000623082
25,2668.31,0.91491,1.80493,1.00397,1.28738,0,0.62813,0.37213,0.37121,0.23042,0.64854,0.33404,0.3643,0.19451,1.02921,2.40822,1.31903,1.46449,0,0.000616738,0.000616738,0.000616738
26,2773.67,0.9236,1.80566,1.00707,1.28963,0,0.64346,0.35767,0.37344,0.23015,0.64547,0.358,0.3718,0.20401,1.03576,2.26046,1.24843,1.45861,0,0.000610394,0.000610394,0.000610394
27,2877.14,0.91562,1.78405,0.9657,1.27699,0,0.60898,0.37795,0.37867,0.22972,0.60587,0.36357,0.37098,0.19377,1.02637,2.33161,1.27235,1.44529,0,0.00060405,0.00060405,0.00060405
28,2984.23,0.89696,1.77403,0.96079,1.26172,0,0.56645,0.40657,0.37773,0.22839,0.60923,0.3471,0.35898,0.19864,1.02961,2.34219,1.26454,1.4552,0,0.000597705,0.000597705,0.000597705
29,3087.23,0.91288,1.75981,0.95009,1.27141,0,0.51571,0.35415,0.36215,0.22328,0.50984,0.34264,0.35866,0.19629,1.03021,2.372,1.29301,1.47047,0,0.000591361,0.000591361,0.000591361
30,3191.17,0.90333,1.73913,0.93167,1.2638,0,0.46703,0.37396,0.37245,0.22763,0.4768,0.36836,0.37757,0.20375,1.02986,2.33793,1.25533,1.45944,0,0.000585017,0.000585017,0.000585017
31,3295.39,0.8951,1.72162,0.92601,1.25407,0,0.5792,0.35989,0.35657,0.22234,0.60742,0.34943,0.3509,0.19651,1.02783,2.35352,1.35404,1.45694,0,0.000578672,0.000578672,0.000578672
32,3398.97,0.88645,1.70565,0.91935,1.2525,0,0.51697,0.39094,0.40845,0.251,0.51468,0.39342,0.39389,0.22153,1.02332,2.31285,1.2193,1.45323,0,0.000572328,0.000572328,0.000572328
33,3503.23,0.88001,1.67665,0.89377,1.24696,0,0.39617,0.42145,0.39427,0.22967,0.36977,0.40751,0.36508,0.19462,1.03008,2.35624,1.26033,1.44802,0,0.000565984,0.000565984,0.000565984
34,3606.4,0.88023,1.6787,0.88583,1.24612,0,0.63826,0.39126,0.39156,0.23305,0.66046,0.35374,0.37514,0.20206,1.05509,2.34782,1.26224,1.48096,0,0.00055964,0.00055964,0.00055964
35,3709.47,0.87406,1.65306,0.86677,1.23557,0,0.49398,0.35944,0.37639,0.23397,0.47839,0.36251,0.36707,0.20499,1.0354,2.34159,1.23907,1.4526,0,0.000553296,0.000553296,0.000553296
36,3814.05,0.87359,1.63856,0.86647,1.2335,0,0.4857,0.38375,0.37207,0.22993,0.48971,0.38332,0.36631,0.20002,1.0565,2.38555,1.30421,1.48145,0,0.000546951,0.000546951,0.000546951
37,3918.02,0.87357,1.6569,0.85639,1.23587,0,0.5017,0.36226,0.37704,0.22777,0.52434,0.33946,0.36815,0.19831,1.03607,2.33271,1.32401,1.48019,0,0.000540607,0.000540607,0.000540607
38,4022.1,0.8447,1.60601,0.82888,1.21673,0,0.52311,0.39599,0.39407,0.24104,0.53464,0.38214,0.37468,0.20994,1.04844,2.39954,1.27433,1.46392,0,0.000534263,0.000534263,0.000534263
39,4124.86,0.84389,1.60501,0.82073,1.21023,0,0.57026,0.40118,0.37375,0.22565,0.58282,0.38075,0.35952,0.1992,1.03933,2.31402,1.28825,1.46394,0,0.000527919,0.000527919,0.000527919
40,4227.95,0.86481,1.59734,0.81609,1.21578,0,0.60926,0.43096,0.4052,0.23797,0.60191,0.41718,0.39257,0.20142,1.07984,2.44241,1.28723,1.50351,0,0.000521574,0.000521574,0.000521574
41,4336.81,0.83862,1.58286,0.79696,1.19973,0,0.35667,0.39584,0.36272,0.2192,0.39668,0.37824,0.36026,0.1925,1.05467,2.35626,1.31776,1.47554,0,0.00051523,0.00051523,0.00051523
42,4442.26,0.83143,1.55429,0.77661,1.19419,0,0.52065,0.38248,0.39084,0.23511,0.53685,0.37497,0.39214,0.20118,1.05529,2.36725,1.27387,1.4788,0,0.000508886,0.000508886,0.000508886
43,4548.35,0.85023,1.57038,0.79205,1.21202,0,0.64134,0.36474,0.38034,0.23491,0.67493,0.35649,0.37679,0.20588,1.05211,2.37515,1.26827,1.48041,0,0.000502541,0.000502541,0.000502541
44,4654.37,0.82712,1.53585,0.77201,1.19501,0,0.66732,0.34803,0.37789,0.22558,0.67395,0.34842,0.38001,0.19741,1.0384,2.30107,1.23909,1.46317,0,0.000496197,0.000496197,0.000496197
45,4759.84,0.82827,1.53474,0.76203,1.18899,0,0.50806,0.3857,0.37004,0.22363,0.52527,0.37059,0.36379,0.19743,1.0477,2.3903,1.26623,1.47722,0,0.000489853,0.000489853,0.000489853
46,4864.77,0.81698,1.51276,0.74238,1.18526,0,0.59105,0.38577,0.34278,0.20874,0.61263,0.34408,0.32978,0.18451,1.04546,2.45859,1.319,1.47366,0,0.000483509,0.000483509,0.000483509
47,4970.96,0.80253,1.47163,0.72904,1.17447,0,0.51751,0.39794,0.36551,0.22025,0.53291,0.3899,0.36028,0.1911,1.04727,2.43406,1.24965,1.48045,0,0.000477165,0.000477165,0.000477165
48,5077.35,0.81723,1.50079,0.73967,1.18449,0,0.48077,0.38977,0.38086,0.23392,0.6412,0.35921,0.38326,0.20444,1.06844,2.3725,1.25905,1.49123,0,0.00047082,0.00047082,0.00047082
49,5181.29,0.80202,1.47081,0.7168,1.1726,0,0.49297,0.3982,0.37523,0.22733,0.49911,0.39441,0.36669,0.20376,1.03266,2.31006,1.25624,1.46317,0,0.000464476,0.000464476,0.000464476
50,5289.48,0.80893,1.46988,0.72386,1.17208,0,0.49465,0.38971,0.37803,0.22274,0.49835,0.38453,0.36642,0.19433,1.08148,2.41345,1.35031,1.51116,0,0.000458132,0.000458132,0.000458132
51,5394.13,0.80429,1.46812,0.72082,1.17071,0,0.52147,0.44079,0.39256,0.23721,0.51223,0.43695,0.38698,0.21008,1.05031,2.38872,1.32304,1.49726,0,0.000451787,0.000451787,0.000451787
52,5503.01,0.79999,1.45264,0.70169,1.16894,0,0.49779,0.39546,0.39053,0.23844,0.71274,0.35148,0.38444,0.21217,1.06421,2.37277,1.39525,1.49695,0,0.000445443,0.000445443,0.000445443
53,5609.31,0.79029,1.44921,0.68416,1.16023,0,0.50311,0.39672,0.38336,0.23327,0.63585,0.37939,0.38075,0.21175,1.05244,2.31581,1.31265,1.47462,0,0.000439099,0.000439099,0.000439099
54,5714.76,0.79062,1.42708,0.69015,1.15993,0,0.42926,0.39066,0.37307,0.22637,0.54987,0.38823,0.36664,0.19913,1.06212,2.42073,1.39005,1.49959,0,0.000432755,0.000432755,0.000432755
55,5819.57,0.79082,1.42994,0.67915,1.15547,0,0.66941,0.35927,0.38643,0.23016,0.5386,0.37751,0.37931,0.20349,1.04269,2.34452,1.36488,1.47722,0,0.000426411,0.000426411,0.000426411
56,5923.34,0.78264,1.4183,0.66753,1.14808,0,0.42335,0.36857,0.37481,0.23064,0.42129,0.3606,0.37174,0.20773,1.07634,2.40315,1.3488,1.49634,0,0.000420066,0.000420066,0.000420066
57,6027.36,0.77806,1.41658,0.67087,1.14083,0,0.5332,0.38321,0.37239,0.2214,0.50593,0.37195,0.3486,0.18879,1.04511,2.40817,1.29669,1.47255,0,0.000413722,0.000413722,0.000413722
