epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
33,5825.36,0.69076,1.25544,0.5343,0.91254,0,0.42487,0.44088,0.41063,0.24644,0.44538,0.41475,0.38857,0.21929,0.94032,2.41296,1.20866,1.09038,0,0.000565984,0.000565984,0.000565984
34,6000.82,0.68569,1.24973,0.53222,0.91161,0,0.42597,0.46226,0.38923,0.23393,0.42033,0.4471,0.37852,0.20713,0.9526,2.40969,1.19754,1.13456,0,0.00055964,0.00055964,0.00055964
35,6174.27,0.67794,1.23162,0.51649,0.91145,0,0.39213,0.47533,0.38985,0.24801,0.38062,0.46553,0.37364,0.21583,0.9477,2.40114,1.26632,1.12302,0,0.000553296,0.000553296,0.000553296
36,6348.56,0.66795,1.22395,0.5091,0.90665,0,0.40168,0.46372,0.40031,0.24606,0.39712,0.45058,0.37889,0.21765,0.93681,2.36288,1.22799,1.10795,0,0.000546951,0.000546951,0.000546951
37,6536.08,0.65737,1.19735,0.50915,0.90595,0,0.38206,0.49321,0.40187,0.2486,0.3965,0.39865,0.37817,0.2124,0.99443,2.52246,1.27815,1.17247,0,0.000540607,0.000540607,0.000540607
38,6720.14,0.66248,1.20783,0.49799,0.90245,0,0.47848,0.45346,0.39012,0.24271,0.47319,0.44684,0.37579,0.21935,0.95776,2.43395,1.27609,1.11511,0,0.000534263,0.000534263,0.000534263
39,6894.57,0.66148,1.20872,0.49453,0.90355,0,0.51863,0.37576,0.37153,0.2321,0.50525,0.36544,0.36014,0.20956,0.97291,2.46451,1.35144,1.12443,0,0.000527919,0.000527919,0.000527919
40,7067.9,0.65114,1.17921,0.48149,0.89952,0,0.40359,0.42197,0.3737,0.23491,0.38747,0.40866,0.35974,0.20928,0.9461,2.42428,1.26903,1.1115,0,0.000521574,0.000521574,0.000521574
41,7254.28,0.6471,1.1756,0.48353,0.89445,0,0.36074,0.42596,0.37309,0.23778,0.35096,0.40749,0.3538,0.2069,0.96207,2.48786,1.23941,1.13044,0,0.00051523,0.00051523,0.00051523
42,7435.35,0.64051,1.15781,0.47822,0.89343,0,0.3933,0.41719,0.39357,0.24944,0.40531,0.4064,0.38006,0.21863,0.97581,2.5373,1.22352,1.14425,0,0.000508886,0.000508886,0.000508886
43,7619.26,0.63441,1.14193,0.46768,0.89076,0,0.48562,0.43739,0.37835,0.22901,0.46951,0.4167,0.3554,0.20273,0.97681,2.49181,1.2601,1.13491,0,0.000502541,0.000502541,0.000502541
